,FIGF,FLT1,KDR,KIT,PDGFA,PDGFB,PDGFRA,PDGFRB,VEGFA,VEGFB,VEGFC,ANGPT1,ANGPT2,ANGPT4,ANGPTL1,TEK,TGFB1,THBS1,TIE1,BAK1,BCL2,BCL2L1,BIRC5,XIAP,CDK4,CDK6,BRCA1,ERCC1,NAE1,NEDD8,RAD51,RAD52,XRCC4,KSR1,MAPK11,MAPK3,FGF1,FGF12,FGF13,FGF14,FGF2,FGF3,FGF4,FGF6,FGF7,FGF8,FGF9,FGFR1,FGFR2,FGFR3,FGFR4,HDAC1,HDAC2,HDAC3,HDAC4,HDAC5,GLI1,PRKACA,PTCH1,SHH,SMO,STK36,AREG,BTC,EGF,EGFR,ERBB2,ERBB3,ERBB4,EREG,HBEGF,NRG1,NRG2,NRG4,TGFA,IGF1,IGF2,IGF2R,IRS1,PKM,CD274,CTLA4,LAG3,PDCD1,PDCD1LG2,JAK2,SOCS1,STAT1,STAT2,STAT3,MAP2K1,MAP2K2,MAP2K4,MAP3K1,MAP3K2,MAP3K3,MAP3K4,AXL,HGF,MET,MST1R,PIM1,PIM2,PIM3,STK11,TSC1,TSC2,AKT1,AKT2,MTOR,PTEN,ALK,RET,ROS1,UBA1,ATM,ATR,BRCA1,CHEK1,CHEK2,PARP1,RAD54B,RAD54L,WEE1,XRCC1,PIK3C2B,PIK3CA,PIK3CD,PIK3CG,PIK3R1,PRKCA,PRKCB,ILK,PLK1,BRAF,RAF1,HRAS,KRAS,NRAS,CCNE1,CCNE2,RB1,CCND2,CCND3,CDKN2A,CDKN2B,DKC1,HSP90AA1,TEP1,TERT,CDH1,CTNNA1,DKK1,FZD1,FZD5,WIF1,WNT5A,WNT5B
KON381027,3.826,6.762,4.483,5.84,-0.06,3.976,6.301,3.285,8.497,7.158,6.467,4.352,3.943,4.759,2.906,7.066,7.1,4.231,-1.749,7.211,5.127,1.626,3.543,6.753,5.529,0.216,2.015,3.329,1.79,3.182,3.686,7.388,4.417,4.809,5.687,3.299,3.586,9.501,1.088,0.065,5.422,4.637,4.123,0.705,6.35,4.344,5.506,3.121,2.496,5.301,5.849,5.124,5.95,3.2,5.633,7.895,7.594,4.808,3.94,7.767,6.656,0.166,1.557,-0.582,3.293,2.195,7.998,5.235,7.161,9.583,7.367,4.725,5.687,2.638,4.255,4.63,6.631,0.955,4.98,3.491,0.004,6.235,0.869,2.707,13.782,2.547,6.755,-0.545,2.572,4.187,9.166,7.011,7.027,3.789,1.143,3.066,1.889,3.476,7.406,4.796,4.79,10.905,7.594,1.591,4.403,4.537,1.559,10.544,14.894,2.362,9.095,2.061,1.856,2.064,4.938,6.953,3.597,2.015,4.738,1.318,2.378,-1.101,5.274,9.685,-0.1,7.594,2.081,4.083,4.45,0.044,8.765,4.456,2.416,5.687,3.261,5.091,8.513,9.083,3.388,6.665,5.55,3.811,-0.627,1.47,2.963,6.174,0.936,4.067,3.954,2.273,5.09,8.161,1.005,4.786,2.876,7.36,2.087,1.671
KRA420928,3.735,5.978,6.6,8.016,-0.341,2.382,6.332,4.045,9.167,7.934,5.534,-2.495,4.193,5.281,2.269,6.322,7.855,4.478,-1.461,7.438,5.561,1.979,3.849,7.2,7.024,0.239,2.962,3.797,1.087,3.51,4.025,8.094,4.86,4.096,6.092,3.734,3.449,7.266,2.041,-0.46,5.549,5.925,3.699,3.142,6.126,3.248,5.438,3.485,2.797,5.371,6.319,7.205,5.32,3.478,5.778,7.682,5.52,4.006,5.03,7.348,7.632,1.233,1.012,1.425,1.994,1.699,5.035,4.046,7.875,7.353,7.272,3.269,6.092,3.911,4.134,3.313,8.033,-0.033,4.369,1.949,3.436,5.447,-0.724,3.327,10.252,-0.561,6.055,0.638,2.92,5.145,6.971,7.032,7.815,4.223,1.133,3.891,2.501,3.245,7.298,3.141,4.782,8.498,5.52,2.826,5.153,4.697,0.365,12.078,12.303,1.505,8.896,1.782,4.109,2.489,7.796,7.341,4.548,2.962,5.281,-0.864,1.731,-0.996,5.214,8.385,1.622,5.52,3.225,3.491,5.394,1.585,8.931,3.903,3.66,6.092,3.917,4.604,9.617,9.54,1.297,6.154,5.247,3.453,-0.395,6.878,3.477,4.821,1.108,4.832,5.422,3.462,1.573,5.385,4.45,4.54,2.816,9.378,1.078,0.056
LAM380228,3.71,4.631,4.753,6.566,0.683,2.392,5.613,3.137,7.73,6.6,4.906,-2.899,4.286,5.385,4.194,4.637,8.086,5.001,-2.668,6.378,5.543,1.349,4.211,6.774,5.328,0.825,1.83,3.77,2.312,1.678,3.717,7.171,5.435,4.107,7.039,2.831,2.751,7.89,1.603,-2.464,5.488,4.767,2.614,-0.098,6.602,1.71,3.692,3.322,1.597,5.749,6.173,5.944,5.174,2.653,6.222,7.551,5.8,3.687,4.656,6.091,5.656,0.661,0.89,-0.85,2.236,0.704,5.241,3.236,7.135,8.9,6.452,3.362,7.039,1.429,4.005,3.391,5.999,2.043,3.828,2.464,-0.451,4.834,-1.329,3.467,9.925,1.966,6.291,1.536,2.981,4.075,7.635,6.465,6.931,4.61,1.537,4.349,1.814,2.403,7.022,-0.219,5.105,8.531,5.8,-0.526,4.258,4.394,-1.352,11.365,12.554,1.573,8.756,1.197,-0.279,2.142,-1.989,6.934,4.374,1.83,4.901,-0.975,2.727,-0.62,5.341,8.279,0.721,5.8,2.758,3.324,4.112,-0.012,7.795,4.095,1.964,7.039,3.254,5.009,9.133,9.077,1.891,5.603,6.19,3.191,0.728,0.667,2.706,5.352,1.241,4.564,2.291,2.029,1.95,4.619,0.629,4.695,2.287,8.158,1.713,-0.359
LAN041130,2.761,5.27,2.679,5.863,1.747,2.807,3.289,4.05,6.061,7.38,5.305,-2.928,2.739,4.891,1.498,1.795,7.934,4.576,-2.206,7.703,4.565,1.48,3.683,5.098,6.842,0.497,2.707,4.233,2.234,2.368,3.999,4.908,4.682,4.393,6.155,1.909,2.912,7.456,1.822,-2.192,4.238,4.686,-0.588,0.599,4.83,-2.183,2.523,3.87,0.298,2.861,5.456,4.579,4.201,2.865,6.196,7.077,-2.345,3.77,4.177,6.869,4.524,0.37,-0.28,-0.544,2.775,2.147,5.14,1.467,6.008,7.991,9.281,1.775,6.155,0.834,3.733,4.464,4.074,2.09,2.755,2.841,-0.415,4.356,-0.955,0.778,10.883,1.777,5.379,1.523,3.368,4.652,6.312,6.462,6.53,4.193,0.755,4.093,0.464,2.943,5.982,-3.494,5.119,7.578,-2.345,2.454,5.014,5.248,-0.903,12.448,7.965,2.845,6.059,3.271,0.377,-0.802,2.07,5.544,3.536,2.707,3.617,0.699,2.304,-1.887,2.881,7.684,0.341,-2.345,5.468,3.484,2.502,2.096,9.416,4.624,2.786,6.155,3.943,2.838,9.713,5.983,2.309,5.547,2.97,2.958,1.015,0.678,1.874,5.676,1.401,5.056,2.42,-1.073,2.702,6.264,-0.762,5.805,1.982,5.552,0.764,0.248
LAN510426,3.523,6.853,4.76,6.817,1.215,3.651,5.427,4.732,8.651,5.872,7.01,-0.681,3.169,4.523,3.291,7.401,7.34,4,1.688,7.159,6.018,1.384,4.19,7.776,3.461,0.591,1.574,3.59,2.01,1.45,2.911,8.197,5.726,4.783,5.913,3.359,2.72,9.186,1.94,-1.314,5.523,4.319,3.96,0.24,6.706,2.378,6.337,3.313,2.543,4.341,5.75,5.102,6.283,3.269,5.643,7.41,7.235,4.952,4.141,5.1,5.926,-0.546,2.396,-0.64,2.324,2.992,5.799,4.346,7.236,9.534,7.814,2.79,5.913,1.316,4.611,4.139,4.529,1.273,4.095,4.015,1.35,6.223,-0.396,2.177,12.393,1.419,6.813,1.212,3.207,4.121,9.134,6.413,7.939,3.988,0.832,3.614,1.105,3.711,7.224,1.813,5.6,9.81,7.235,0.037,4.46,5.369,1.621,11.489,13.811,1.703,9.495,1.89,3.104,2.957,6.162,6.868,4.465,1.574,4.783,1.452,3.045,3.174,4.206,9.604,-1.271,7.235,0.914,4.653,2.243,0.638,6.554,5.687,2.293,5.913,2.975,4.949,8.766,6.482,2.439,6.873,4.919,4.141,0.626,4.302,1.809,6.527,-0.326,4.528,4.701,-0.825,1.789,5.575,-0.622,3.912,2.3,9.634,1.988,1.738
LEF320516,3.949,7.564,5.499,7.066,0.019,3.683,6.177,3.791,8.728,6.216,8.087,3.642,3.461,4.797,2.37,7.094,6.241,3.955,0.991,7.919,5.86,0.118,4.196,9.395,5.793,0.229,1.714,2.868,2.306,3.013,3.466,8.624,6.275,5.878,4.498,3.352,3.022,8.128,2.428,-0.823,6.271,4.561,5.568,1.154,7.004,3.152,6.281,3.074,2.776,4.214,5.335,5.771,6.015,3.114,4.902,7.034,6.592,4.543,3.558,6.039,6.275,0.069,3.264,1.899,2.638,2.503,6.177,3.647,8.532,9.37,7.998,3.54,4.498,2.462,4.699,5.454,5.677,0.909,5.253,3.994,1.391,6.706,1.128,2.477,12.614,0.213,6.619,-1.398,2.704,3.878,9.734,6.119,7.989,3.182,1.522,2.963,1.733,4.461,6.638,6.513,5.47,9.761,6.592,0.438,4.391,5.205,2.697,10.36,13.811,1.345,10.058,2.769,4.631,1.989,10.61,7.355,4.48,1.714,6.014,0.798,3.779,2.909,4.416,10.967,-0.716,6.592,1.748,4.726,3.936,-0.086,6.671,6.056,2.494,4.498,3.268,5.326,7.985,6.591,2.312,6.864,7.044,5.319,-0.263,4.13,3.128,6.717,0.479,3.972,6.555,-0.068,2.593,7.249,3.486,3.299,1.837,8.789,1.465,1.792
LEF341111,3.449,6.536,5.311,7.571,0.08,3.329,4.848,2.826,8.235,6.679,6.949,-1.768,3.18,6.123,2.987,6.111,8.046,4.17,-2.971,6.722,5.687,-0.102,3.894,9.649,4.855,0.337,1.595,3.089,1.844,3.241,3.497,7.54,5.922,5.6,6.949,2.424,3.265,8.005,2.179,-1.293,4.952,4.401,5.51,0.277,6.014,3.518,5.479,3.357,2.308,5.889,5.992,5.373,6.845,2.818,5.86,7.584,6.638,3.866,4.133,5.926,6.894,0.489,1.327,-0.665,2.525,1.368,5.653,3.605,6.876,7.89,7.446,3.601,6.949,2.098,4.305,3.524,6.786,1.79,4.871,2.568,0.324,6.271,-2.078,2.753,10.618,1.1,6.821,0.176,3.363,3.941,8.933,6.571,8.79,4.288,0.835,3.268,0.281,4.17,7.333,4.592,4.736,9.252,6.638,0.64,4.384,4.458,2.312,11.455,13.339,1.24,9.524,1.72,2.397,2.964,8.084,6.85,3.971,1.595,4.312,-0.45,2.92,-1.552,5.344,8.754,-1.756,6.638,2.226,3.899,3.605,0.075,7.91,4.716,1.664,6.949,3.318,5.595,9.144,7.438,2.302,6.249,5.156,3.572,0.845,1.189,2.343,4.818,0.305,4.412,6.288,1.363,2.054,7.373,0.706,4.612,2.828,7.986,2.821,-0.459
LEJ501115,4.458,6.88,5.486,7.358,-1.004,4.1,7.735,4.225,9.438,6.727,7.652,3.002,3.903,4.761,2.728,7.706,7.292,4.145,0.419,8.092,5.884,0.992,3.545,9.27,5.725,0.305,1.86,3.304,3.124,3.21,3.644,8.432,5.879,5.09,5.773,3.081,2.685,7.844,2.697,0.909,6.289,5.058,3.646,1.488,6.957,3.862,6.838,3.186,2.613,4.211,5.968,6.733,6.577,3.456,5.553,7.776,7.495,5.044,4.228,6.127,6.902,0.525,3.672,0.365,2.386,2.512,5.351,3.819,8.025,9.633,8.273,2.422,5.773,2.319,4.831,4.289,5.849,0.029,4.834,4.091,0.941,6.598,1.24,1.523,12.045,-0.33,6.573,0.308,2.729,4.13,9.658,6.726,8.076,3.924,1.168,2.975,1.223,3.344,7.351,5.165,5.727,10.161,7.495,1.914,4.676,5.85,2.373,11.534,14.586,1.241,10.285,2.757,3.876,1.821,8.689,7.541,4.119,1.86,5.853,-0.334,3.182,2.801,4.101,10.661,-1.225,7.495,2.165,5.064,4.24,-0.265,7.121,5.324,2.727,5.773,3.264,5.217,8.811,7.919,2.072,7.523,7.337,5.221,-0.207,3.694,2.808,5.99,0.451,4.533,6.051,2.15,0.54,5.845,2.156,4.054,3.341,9.758,1.93,0.479
LEL450721,3.78,6.089,4.846,7.925,0.166,4.207,5.124,3.428,9.335,6.814,6.71,-2.491,3.354,5.718,2.245,7.183,8.671,4.833,-1.499,8.705,5.743,1.033,4.058,7.162,6.11,0.222,2.374,3.617,2.735,3.656,3.239,8.031,5.1,5.078,7.857,3.202,4.048,8.457,2.227,-0.34,6.155,5.58,3.61,1.062,6.021,3.417,5.687,3.204,1.964,5.932,6.077,6.154,6.835,3.172,6.462,8.531,6.827,4.612,4.804,6.863,6.748,0.64,2.29,0.319,1.825,2.466,6.161,4.441,7.178,8.548,7.497,3.76,7.857,2.795,4.503,3.895,6.399,0.853,5.348,3.86,0.816,5.986,-0.339,2.647,11.635,0.769,6.412,-0.502,3.197,4.523,8.694,6.562,8.226,3.781,0.984,3.875,2.591,2.862,7.629,3.428,6.055,9.959,6.827,-1.012,4.558,4.446,1.573,11.887,13.83,1.3,8.666,2.456,3.467,1.697,7.885,7.04,4.17,2.374,5.938,0.187,3.021,-1.27,5.235,9.543,-0.103,6.827,2.083,4.691,4.518,0.623,7.688,5.772,1.868,7.857,4.055,6.395,9.486,6.502,2.403,6.835,5.128,5.222,-0.672,1.325,2.333,5.853,1.309,4.686,5.371,2.81,2.363,5.478,3.169,4.167,3.759,8.219,1.231,0.432
LEM351012,5.109,7.872,3.529,4.481,0.178,3.599,4.052,5.375,7.259,6.916,7.767,3.226,4.432,4.927,2.963,4.687,7.323,3.71,2.892,5.802,5.884,1.063,4.382,5.924,6.634,0.07,2.107,3.65,1.23,3.812,3.976,9.099,5.671,5.168,5.678,4.819,2.898,7.671,1.01,-1.54,5.311,5.392,5.834,1.122,5.173,3.029,5.538,3.176,2.602,4.953,5.463,4.756,5.789,4.201,5.385,7.602,5.366,4.825,3.681,7.027,6.603,0.361,1.836,0.918,2.262,4.846,6.24,2.975,4.039,9.61,8.583,3.902,5.678,3.065,4.272,7.633,7.445,1.448,5.007,3.124,-0.283,6.552,-0.407,2.873,12.84,-0.174,6.911,0.023,2.716,4.856,7.971,6.745,8.628,4.164,1.286,3.452,1.304,4.427,7.05,6.649,4.623,9.743,5.366,1.99,4.817,5.342,0.696,11.223,9.916,1.599,8.74,2.393,1.543,2.356,3.171,5.241,4.306,2.107,4.129,0.793,4.432,-0.83,4.807,10.513,-1.033,5.366,3.321,6.261,3.352,1.134,9.531,5.512,4.165,5.678,3.4,6.738,8.968,7.269,2.408,6.238,4.943,6.691,0.03,0.181,2.623,5.106,0.09,4.792,3.385,1.671,2.737,6.543,0.781,5.281,2.069,7.09,-0.091,2.814
LEN371015,4.17,6.918,5.275,7.6,-1.27,2.954,5.851,3.552,8.801,7.527,6.915,-1.735,3.792,5.048,2.687,6.771,7.716,4.079,-1.903,7.184,4.551,1.871,3.157,7.236,6.886,-0.131,2.709,3.368,2.468,4.076,3.868,6.995,4.389,5.188,6.012,3.577,3.443,8.145,1.548,-0.193,5.094,5.723,2.581,2.396,5.914,2.767,5.352,3.413,1.9,5.365,6.035,6.729,6.265,3.095,5.751,7.859,5.656,4.391,4.47,7.512,7.092,0.819,1.363,0.797,1.432,3.591,6.151,3.225,7.979,8.46,8.12,3.391,6.012,3.645,4.326,3.75,5.8,0.993,5.108,2.221,1.172,6.4,-0.874,3.04,11.204,0.798,6.233,-0.21,3.267,4.819,7.81,6.837,7.667,4.055,1.228,3.556,2.591,3.858,7.303,4.926,5.236,9.125,5.656,1.92,5.132,4.566,1.618,11.595,12.476,1.588,8.276,2.51,3.573,2.769,6.932,7.357,4.029,2.709,6.05,-1.313,2.46,-1.2,5.235,8.87,-0.829,5.656,1.731,4.741,5.078,0.751,8.551,5.157,3.028,6.012,4.311,5.722,9.419,8.916,2.722,6.398,4.51,5.092,0.26,3.051,3.047,4.791,0.606,4.456,5.018,1.736,3.176,7.734,3.872,4.734,2.909,7.693,1.995,0.636
LEP560531,3.945,6.637,4.905,7.927,-0.015,3.577,7.644,3.742,9.461,6.402,7.201,1.258,2.988,4.82,3.317,8.073,7.794,4.438,-1.558,7.244,6.607,0.098,3.971,8.718,5.422,0.26,1.169,3.075,2.261,2.278,3.954,9.297,6.02,5.292,5.983,2.53,2.527,8.785,2.196,-0.658,6.534,4.065,3.932,0.197,7.031,3.378,6.605,3.314,2.405,4.56,5.971,5.914,6.732,3.256,5.691,8.152,7.683,4.844,4.419,5.854,6.424,-0.073,2.922,-0.369,2.705,1.827,6.448,3.925,7.873,9.922,8.702,4.864,5.983,1.644,4.894,4.107,6.578,1.106,5.623,4.219,0.938,6.693,0.108,1.814,12.18,1.328,6.851,0.385,2.772,4.463,9.207,6.9,8.03,3.905,1.232,3.091,1.385,3.425,7.241,6.351,5.851,10.615,7.683,1.116,4.723,5.614,1.633,11.938,14.307,1.729,9.861,2.524,2.346,2.842,6.774,7.165,4.713,1.169,5.455,0.143,3.696,3.221,4.414,11.152,-0.045,7.683,2.287,4.781,3.233,0.727,6.594,6.034,2.311,5.983,2.955,5.617,9.606,6.194,2.317,7.122,6.444,5.018,0.017,3.218,2.795,5.865,0.389,4.605,5.093,2.071,2.28,7.894,1.302,3.418,2.663,9.854,1.135,0.361
LER460716,3.949,6.061,5.926,7.119,1.208,3.436,5.077,2.98,8.39,7.066,6.509,-2.236,3.627,4.492,2.992,7.38,7.342,4.694,-1.845,7.476,6.311,0.426,3.882,8.587,5.201,0.46,2.217,3.221,1.66,2.969,3.113,8.032,5.766,4.693,6.085,2.445,2.718,7.556,2.282,-1.821,6.015,4.492,4.05,1.955,6.164,2.511,5.73,3.941,2.347,4.42,6.34,6.21,5.889,2.942,5.716,7.637,6.921,4.542,4.986,5.719,6.475,-0.223,0.624,-0.365,2.957,1.121,5.871,4.08,8.5,8.623,7.798,0.252,6.085,1.95,4.898,4.403,6.186,1.43,1.948,3.666,1.413,5.956,-1.426,1.816,10.635,0.173,6.63,-0.858,3.378,4.386,8.617,6.747,7.615,4.035,0.267,3.297,2.273,3.365,7.713,-2.171,4.948,9.157,6.921,0.966,4.905,4.898,2.569,11.164,13.458,1.155,9.044,2.498,2.452,0.195,7.845,7.807,4.791,2.217,5.006,-0.226,2.946,1.41,4.235,9.32,-0.885,6.921,2.19,4.358,4.1,0.532,7.576,5.433,2.449,6.085,3.521,4.709,8.598,9.21,2.509,6.535,4.96,4.128,-0.633,4.932,1.796,5.338,0.541,4.597,5.759,1.105,2.586,5.452,0.213,4.479,2.132,9.664,1.925,0.37
MAC460101,4.076,6.64,3.842,7.433,0.464,3.968,5.722,4.703,8.522,7.365,7.756,5.124,3.398,4.967,3.053,6.414,6.714,4.088,2.376,7.105,4.545,1.158,3.789,7.809,5.086,-0.562,1.779,3.52,3.07,3.434,3.229,7.803,5.465,7.577,5.362,3.501,2.728,8.506,1.986,1.393,5.765,4.68,4.079,0.822,5.432,4.15,6.18,3.284,2.884,3.782,5.892,6.362,6.052,3.341,5.675,7.729,6.78,4.921,4.101,6.953,6.322,0.478,2.174,-0.643,1.663,3.355,6.514,4.898,8.807,9.542,7.705,3.111,5.362,1.958,4.273,5.156,7.071,0.801,5.232,3.739,-0.578,6.728,0.299,1.893,13.18,0.755,7.094,-0.307,2.21,4.432,9.081,7.438,8.192,4.134,1.144,3.63,0.987,4.716,7.471,3.942,4.43,10.698,6.78,2.307,4.829,5.458,1.467,11.166,14.518,1.84,8.34,2.173,3.869,2.631,11.807,7.792,4.269,1.779,4.711,-0.123,2.963,1.844,3.939,11.245,-0.703,6.78,2.035,4.931,3.314,0.735,8.55,5.49,3.554,5.362,3.089,4.9,8.067,7.67,2.256,6.902,5.134,5.172,0.492,0.181,1.994,5.349,-0.054,4.488,6.758,1.434,2.329,6.635,0.471,4.413,3.377,8.272,4.951,2.353
MAC381220,3.693,5.928,4.494,6.488,1.111,3.759,5.43,3.151,7.634,5.872,6.813,-1.662,3.334,4.59,2.238,6.498,7.438,4.364,-1.997,7.014,6.591,0.029,4.561,7.683,2.113,0.431,1.182,2.65,2.077,1.542,2.222,8.488,5.73,5.582,6.089,1.991,2.748,8.497,2.593,-0.84,5.919,3.638,3.384,-0.201,5.783,3.086,5.93,3.648,2.319,4.281,5.629,5.07,6.73,2.298,5.876,7.653,6.529,4.219,4.266,5.204,5.582,1.637,2.145,-0.886,2.726,1.07,6.228,3.121,9.137,9.752,8.256,3.043,6.089,0.419,4.722,3.601,5.692,1.989,4.774,3.679,-0.142,6.954,-1.29,0.783,13.034,1.64,7.274,1.742,3.173,3.859,9.14,6.804,8.126,3.387,1.363,2.484,1.819,2.269,6.733,2.37,5.556,10.357,6.529,-0.873,4.598,5.091,1.709,10.855,13.089,1.893,8.477,3.168,2.858,3.899,10.894,7.571,4.102,1.182,5.233,0.979,3.455,2.451,4.174,10.184,-0.723,6.529,2.454,4.466,3.016,0.36,5.983,5.867,2.118,6.089,3.034,4.85,8.788,7.473,2.808,6.112,4.908,4.215,-0.608,1.53,1.715,5.321,0.276,4.286,6.801,-0.387,2.099,5.213,-0.641,3.955,2.624,8.59,0.807,0.051
MAR240911,3.492,7.222,5.704,6.963,-0.35,3.619,8.238,3.417,8.756,6.655,7.75,2.304,3.347,4.776,2.763,8.332,6.888,4.029,-0.431,7.803,5.435,-0.21,4.084,9.411,5.586,-0.573,2.178,2.831,2.403,2.618,3.344,8.374,5.865,5.594,5.413,2.784,2.412,7.93,2.358,-0.404,6.413,4.826,4.017,0.697,6.59,4.158,6.839,3.437,2.815,4.353,5.997,5.426,6.572,3.304,5.576,7.63,7.311,4.704,4.04,5.96,6.734,0.502,2.184,0.051,2.261,1.886,6.309,4.349,8.405,9.734,7.991,3.168,5.413,2.179,4.953,4.608,6.602,0.15,5.524,4.101,0.97,7.024,1.441,2.04,12.313,0.248,7.024,-0.511,2.6,3.826,9.651,6.435,8.132,3.938,0.64,3.182,1.193,3.523,7.522,4.409,5.81,10.203,7.311,1.216,4.963,5.363,2.991,10.822,13.838,1.615,9.485,2.952,2.447,2.05,5.225,7.676,4.279,2.178,5.786,0.678,3.462,2.374,4.434,10.159,-0.736,7.311,1.621,4.764,4.09,-0.574,7.264,5.497,3.112,5.413,3.02,5.062,8.362,7.463,2.368,6.876,6.025,4.697,-0.037,3.624,2.639,5.783,-0.01,4.091,5.175,1.746,2.415,6.963,1.239,3.569,2.504,9.558,2.289,0.992
MAR491126,4.061,5.664,6.083,7.408,-0.86,1.342,7.033,3.698,8.088,7.673,5.752,-2.807,3.92,5.03,2.529,5.833,7.524,4.533,-1.869,7.172,5.594,1.744,3.349,8.242,6.275,-0.416,2.234,3.252,1.233,3.523,3.85,6.747,4.924,3.644,5.948,3.257,3.158,8.025,1.787,-1.261,5.234,5.311,4.129,2.021,5.914,2.362,5.225,3.907,2.615,5.181,6.384,6.513,5.821,2.976,6.007,7.276,5.447,3.261,4.501,6.675,7.474,1.84,1.225,0.639,2.452,2.027,5.249,3.946,7.194,7.507,7.417,0.858,5.948,3.256,3.972,3.528,6.789,1.168,1.965,0.735,1.565,4.967,-0.631,2.491,9.133,0.734,5.48,0.214,2.945,5.057,7.316,6.713,7.461,4.549,1.403,3.288,1.671,3.945,7.634,0.973,4.946,7.949,5.447,1.62,4.592,4.21,1.279,12.3,11.869,1.446,8.706,1.682,2.411,2.468,4.367,7.211,4.272,2.234,5.071,-0.886,2.629,-1.621,5.21,7.792,-0.232,5.447,3.218,3.66,4.798,1.24,9.02,4.5,3.373,5.948,3.526,4.829,9.101,9.885,2.344,6.164,4.56,3.87,0.132,4.574,3.186,5.37,0.352,4.928,4.737,2.321,2.549,5.598,2.559,5.454,2.344,8.898,2.374,0.34
MAR430726,2.931,5.436,4.428,6.967,1.127,3.42,5,2.754,7.783,6.479,6.355,-2.588,3.194,4.566,3.267,6.613,7.404,4.098,-2.85,6.889,6.067,1.151,3.809,7.035,4.175,0.554,1.512,3.162,2.101,2,2.873,7.64,5.899,4.728,5.896,2.304,2.966,8.728,2.242,-1.984,5.763,4.331,5.017,0.51,6.003,3.236,5.702,5.115,3.292,4.354,5.657,5.983,6.326,2.787,5.588,7.391,7.029,4.622,4.154,5.896,6.175,0.832,2.072,-0.099,2.313,0.476,5.128,4.261,8.788,9.423,7.043,0.488,5.896,2.865,4.669,3.999,6.262,1.79,1.802,3.518,-0.187,6.258,-1.636,2.072,11.558,1.486,6.636,1.738,3.33,3.979,8.448,6.686,7.747,3.868,1.221,3.46,0.486,2.663,7.269,-2.888,4.761,9.233,7.029,-1.204,4.239,5.238,0.365,11.031,12.31,1.053,8.837,2.242,2.364,3.267,7.679,7.758,4.151,1.512,5.003,-0.881,2.492,-1.966,4.2,8.755,-1.286,7.029,2.536,4.167,3.389,0.139,6.787,4.657,1.672,5.896,3.449,3.994,8.912,7.368,2.127,6.127,4.791,3.572,-0.004,1.198,1.729,5.253,1.286,4.627,5.306,0.52,1.022,7.301,0.462,4.131,1.956,8.731,1.155,-0.914
MAR350507,3.284,6.555,4.07,7.015,-0.052,3.148,5.279,3.321,8.34,7.383,6.461,-2.53,3.049,5.421,2.639,5.965,8.259,4.417,-2.482,6.85,5.375,1.301,4.031,6.853,6.31,0.326,1.769,3.497,3.157,3.752,3.772,7.107,4.983,4.108,7.166,2.961,3.522,8.493,1.356,-1.877,5.6,4.993,3.266,1.196,5.917,2.143,5.23,3.552,1.841,5.698,5.811,6.212,5.665,3.612,6.254,7.849,6.74,4.137,4.166,6.64,6.341,0.346,-0.439,-0.409,2.205,2.816,5.689,4.103,7.866,8.379,8.6,2.176,7.166,0.943,4.051,4.009,6.833,1.026,3.071,2.746,-0.114,5.688,-1.627,2.339,11.243,1.147,5.882,-0.022,2.907,3.952,8.765,6.99,8.749,4.22,1.067,3.351,1.151,3.048,7.383,-2.627,5.384,8.936,6.74,0.36,4.339,4.749,0.689,11.673,11.768,1.774,8.884,2.881,3.919,2.753,11.675,7.4,4.202,1.769,5.399,0.939,2.604,1.415,5.242,9.099,-0.95,6.74,2.464,4.472,3.686,-0.236,8.861,5.026,2.223,7.166,3.444,5.565,9.352,7.331,2.117,6.186,4.595,4.269,0.433,0.364,2.305,5.739,0.826,5.086,6.645,1.067,2.441,7.308,1.339,4.818,2.644,8.001,0.763,-0.021
MAR470322,3.361,4.259,4.58,6.987,0.398,-0.354,3.683,3.376,6.706,7.281,4.936,-3.046,3.667,5.168,3.403,4.697,8.598,5.119,-2.837,6.391,5.524,1.291,3.828,7.392,5.583,0.284,1.49,3.165,2.291,2.463,3.91,6.476,5.152,3.698,7.615,2.808,2.979,7.607,2.007,-2.517,4.287,4.254,4.533,0.241,5.427,1.536,3.062,3.558,1.06,6.036,6.217,5.904,5.371,2.702,6.402,7.554,6.182,2.016,4.867,6.401,5.728,0.507,0.922,-0.688,2.719,0.485,4.746,3.034,7.107,7.661,6.053,0.329,7.615,1.378,4.296,2.296,5.533,2.066,0.747,0.201,-0.185,3.826,-1.889,2.696,9.01,2.119,5.384,0.565,3.242,4.105,6.713,7.013,7.084,4.663,0.734,3.669,1.15,2.73,6.877,-3.245,4.734,7.632,6.182,-0.492,4.263,4.465,-0.981,12.08,11.136,1.504,7.725,0.195,3.876,0.029,8.236,6.725,4.341,1.49,3.698,0.346,2.337,-1.281,5.43,6.522,-1.391,6.182,2.595,3.286,3.822,0.211,8.626,4.029,1.748,7.615,3.502,5.023,9.582,8.303,1.754,5.227,4.202,2.72,1.031,1.189,2.272,4.46,0.905,4.778,5.315,-0.051,1.859,5.357,0.531,5.454,2.549,8.091,0.691,-0.489
