,FIGF,FLT1,KDR,KIT,PDGFA,PDGFB,PDGFRA,PDGFRB,VEGFA,VEGFB,VEGFC,ANGPT1,ANGPT2,ANGPT4,ANGPTL1,TEK,TGFB1,THBS1,TIE1,BAK1,BCL2,BCL2L1,BIRC5,XIAP,CDK4,CDK6,BRCA1,ERCC1,NAE1,NEDD8,RAD51,RAD52,XRCC4,KSR1,MAPK11,MAPK3,FGF1,FGF12,FGF13,FGF14,FGF2,FGF3,FGF4,FGF6,FGF7,FGF8,FGF9,FGFR1,FGFR2,FGFR3,FGFR4,HDAC1,HDAC2,HDAC3,HDAC4,HDAC5,GLI1,PRKACA,PTCH1,SHH,SMO,STK36,AREG,BTC,EGF,EGFR,ERBB2,ERBB3,ERBB4,EREG,HBEGF,NRG1,NRG2,NRG4,TGFA,IGF1,IGF2,IGF2R,IRS1,PKM,CD274,CTLA4,LAG3,PDCD1,PDCD1LG2,JAK2,SOCS1,STAT1,STAT2,STAT3,MAP2K1,MAP2K2,MAP2K4,MAP3K1,MAP3K2,MAP3K3,MAP3K4,AXL,HGF,MET,MST1R,PIM1,PIM2,PIM3,STK11,TSC1,TSC2,AKT1,AKT2,MTOR,PTEN,ALK,RET,ROS1,UBA1,ATM,ATR,BRCA1,CHEK1,CHEK2,PARP1,RAD54B,RAD54L,WEE1,XRCC1,PIK3C2B,PIK3CA,PIK3CD,PIK3CG,PIK3R1,PRKCA,PRKCB,ILK,PLK1,BRAF,RAF1,HRAS,KRAS,NRAS,CCNE1,CCNE2,RB1,CCND2,CCND3,CDKN2A,CDKN2B,DKC1,HSP90AA1,TEP1,TERT,CDH1,CTNNA1,DKK1,FZD1,FZD5,WIF1,WNT5A,WNT5B
DEP351121,3.728,7.975,4.514,7.004,0.481,3.673,6.53,3.592,9.4,6.301,8.785,1.437,3.231,5.119,2.884,7.279,8.411,4.395,-1.938,6.567,5.688,-0.287,4.289,7.349,4.79,0.482,1.663,3.212,2.917,3.099,3.427,8.388,6.042,6.257,6.81,2.522,2.423,8.585,2.33,-0.74,5.643,4.494,3.936,1.369,5.928,4.046,5.943,3.832,2.356,5.281,5.525,5.756,6.376,2.38,5.957,7.875,6.394,4.571,4.294,6.289,6.346,-0.318,0.273,-0.761,2.426,1.689,6.213,4.248,7.651,9.827,8.413,4.092,6.81,2.338,4.718,5.638,7.282,1.409,5.234,3.934,1.867,7.231,-0.378,2.329,13.021,1.241,7.407,-0.377,2.495,4.145,9.364,7.45,8.296,4.335,0.902,3.431,1.755,3.032,6.821,3.454,5.506,9.909,6.394,1.425,5.318,5.557,1.49,11.684,12.561,1.869,9.438,2.833,2.372,3.908,7.091,6.964,3.786,1.663,5.279,-0.429,3.263,1.286,4.855,9.7,0.214,6.394,2.271,4.88,3.313,-0.004,7.485,5.494,3.189,6.81,2.759,6.101,10.012,6.846,2.433,6.702,4.877,5.143,-0.315,2.488,3,5.716,0.506,4.424,5.368,1.78,2.518,7.321,0.901,3.964,3.035,7.984,3.648,0.29
DES580418,3.973,6.329,4.308,7.087,0.357,3.296,4.86,3.983,8.137,6.952,6.871,-2.916,3.311,4.949,4.361,5.866,8.351,4.515,-1.382,6.674,5.788,0.506,3.925,6.515,4.856,0.694,2.043,3.106,3.305,2.29,3.586,7.069,5.837,3.904,6.756,2.897,2.93,8.492,1.654,-2.411,5.337,4.397,3.371,0.435,6.116,4.021,5.885,4.224,2.97,5.482,5.889,5.252,5.652,2.509,6.189,7.497,6.656,4.356,4.304,6.282,6.558,-0.225,2.981,-1.158,2.45,1.325,5.585,2.493,7.872,11.291,8.276,0.637,6.756,1.412,4.217,3.942,6.616,1.745,1.657,3.333,0.794,5.69,-1.839,2.451,11.556,1.743,6.41,0.127,3.624,4.355,8.048,7.229,7.899,4.266,0.95,3.441,1.084,2.883,7.402,0.682,5.135,8.846,6.656,-0.296,5.149,5.778,0.032,11.998,12.191,1.983,8.993,2.741,1.228,3.609,5.239,7.207,4.268,2.043,4.727,0.146,3.59,-1.395,5.199,7.665,-0.686,6.656,2.867,4.419,3.398,0.927,8.026,5.623,2.996,6.756,3.489,5.828,9.947,7.656,2.466,6.394,4.642,4.663,0.071,1.827,2.128,6.319,0.695,4.758,3.991,2.099,2.323,5.793,-0.268,5.075,2.173,8.891,2.191,0.471
DEW440406,4.282,6.448,4.749,6.962,1.013,4.028,4.919,4.778,8.733,6.671,7.345,4.154,3.358,4.016,3.324,7.588,6.717,4.07,1.577,8.138,6.137,1.115,4.038,8.006,4.017,0.493,1.587,3.107,2.792,1.102,3.714,8.33,6.083,4.945,5.607,2.284,2.766,8.846,2.341,-1.419,5.981,3.601,4.224,1.003,8.152,3.998,6.799,3.253,2.492,2.302,6.056,5.59,6.864,2.09,5.747,7.603,7.486,5.022,4.141,5.938,5.385,0.247,4.098,0.489,2.849,1.544,6.119,3.32,8.79,10.691,8.783,2.486,5.607,0.76,4.531,4.904,5.917,0.91,4.106,4.186,1.023,7.216,0.443,-0.458,12.77,1.326,7.176,0.544,2.89,4.185,9.455,6.325,8.288,3.931,1.288,2.917,-0.352,3.6,6.7,3.856,6.252,10.505,7.486,-0.356,4.725,6.031,2.266,11.619,14.457,1.095,10.962,2.649,1.529,3.574,6.13,7.501,4.595,1.587,4.919,-1.037,3.343,4.773,2.372,9.791,0.304,7.486,2.865,4.718,1.086,1.268,7.154,5.469,2.596,5.607,2.967,3.576,7.828,6.355,2.817,7.636,6.159,4.003,0.326,5.201,0.684,7.001,0.653,4.441,5.286,1.686,1.733,5.09,-1.268,4.27,2.094,10.201,1.213,1.655
DHE321214,4.091,6.364,3.015,7.027,0.797,4.189,5.345,3.383,8.3,6.668,7.115,1.912,3.257,4.134,3.451,6.361,7.036,4.282,-2.721,7.388,6.388,1.147,4.476,7.031,4.392,1.082,1.646,3.538,3.025,1.134,3.876,8.693,5.889,5.486,5.832,1.27,2.428,8.78,1.684,-1.463,6.356,4.017,4.165,-0.885,6.281,3.842,5.985,3.408,2.726,2.611,5.698,4.958,7.101,2.265,5.624,7.897,7.532,5.253,3.94,4.76,5.275,-0.192,2.828,-0.897,2.457,1.834,6.593,3.89,9.535,10.032,8.151,3.648,5.832,0.565,4.9,4.428,6.8,1.275,5.293,4.545,-0.943,7.073,1.448,0.406,12.987,0.932,7.37,0.274,3.16,4.134,9.379,6.66,8.062,3.864,1.56,3.523,0.713,3.857,6.717,5.736,5.537,11.139,7.532,-0.324,4.515,5.644,1.306,11.448,14.1,0.869,8.833,2.604,3.074,3.058,10.344,7.994,3.884,1.646,5.032,0.717,3.995,2.829,2.507,10.28,-0.713,7.532,2.614,4.907,1.554,0.925,6.707,6.061,2.491,5.832,3.092,4.065,8.24,6.719,3.219,6.284,5.468,4.548,0.165,-0.698,0.921,5.837,1.33,4.708,6.201,1.876,2.048,5.011,-1.521,4.442,2.184,8.52,1.726,-0.337
DOM590729,3.999,5.948,3.012,5.333,0.306,1.919,3.842,2.995,6.874,5.812,6.842,-3.065,3.31,4.942,3.465,4.726,8.768,4.803,-3.099,5.965,5.426,1.401,3.977,6.412,3.573,0.755,1.132,3.256,2.296,2.342,2.809,6.34,5.616,4.891,7.335,2.536,2.474,7.397,1.566,-2.626,4.94,3.88,2.702,-0.733,4.758,1.718,4.405,4.37,2.059,5.653,5.63,5.297,5.125,2.428,6.15,7.071,4.602,3.557,4.058,5.702,5.415,0.664,-0.219,-1.241,2.911,1.426,5.416,3.489,6.201,7.724,5.551,2.125,7.335,2.723,3.967,3.327,6.525,1.329,3.113,2.141,-1.106,4.868,-1.174,2.33,10.81,1.996,6.284,2.005,2.859,4.497,7.559,6.915,7.649,4.863,0.894,3.419,1.864,2.818,7.287,-2.51,5.017,8.171,4.602,-0.97,4.583,4.254,-1.073,11.471,10.494,1.298,7.424,0.558,2.117,4.031,6.669,6.532,4.023,1.132,4.221,-0.84,3.4,-1.339,5.061,7.379,-1.11,4.602,2.51,3.796,2.316,1.807,7.416,5.337,1.831,7.335,2.786,5.646,10.201,7.831,2.174,5.571,3.869,4.117,0.848,-1.692,1.951,4.519,0.75,4.801,4.898,1.732,2.661,6.274,-1.183,4.754,2.354,7.284,1.219,-0.219
DUV330713,3.664,7.319,5.129,7.05,-0.754,3.719,4.631,3.341,8.247,7.064,7.456,1.694,2.826,5.184,3.177,7.152,7.885,4.138,-2.434,7.354,5.919,1.694,4.464,8.269,5.137,0.663,1.668,3.021,2.849,2.947,3.912,8.87,5.984,6.926,6.74,2.4,2.768,8.101,1.998,-1.151,6.492,4.233,5.116,1.303,6.166,3.374,5.929,3.502,2.152,4.395,5.655,5.639,6.667,2.816,5.652,7.809,6.934,4.995,4.033,6.24,5.785,1.591,3.302,-0.476,2.059,2.28,5.968,4.286,8.831,9.677,8.73,3.605,6.74,1.608,4.243,4.56,6.672,1.22,5.217,3.686,0.555,6.929,-0.767,0.812,12.364,1.737,6.969,1.012,2.921,3.967,9.287,7.103,8.019,4.271,1.234,2.613,0.956,3.11,7.462,6.6,5.668,9.821,6.934,1.298,4.71,5.845,2.312,11.204,13.089,1.561,9.247,2.951,3.431,3.635,11.324,7.927,4.62,1.668,4.933,0.125,3.275,2.832,3.851,10.92,-0.659,6.934,2.161,5.026,3.043,0.229,7.844,5.85,2.427,6.74,2.906,5.238,9.031,6.305,2.726,6.28,6.092,4.62,0.181,3.941,1.463,6.041,0.68,4.95,6.921,0.673,2.116,6.317,-0.375,4.642,2.794,9.022,4.044,-0.159
ECU520713,5.269,6.998,6.141,7.005,-0.434,3.58,5.94,3.334,9.402,7.032,7.651,0.987,4.458,4.308,1.818,7.19,6.777,3.664,-0.926,8.689,5.71,0.331,4.203,8.517,5.559,-0.308,2.012,2.729,1.422,2.71,3.758,8.877,5.327,5.102,4.821,3.15,3.108,8.371,2.699,-0.729,6.251,5.086,3.439,1.947,6.838,4.115,6.631,3.082,2.675,4.562,5.739,5.71,5.382,3.502,5.013,7.537,6.875,4.337,4.152,6.21,6.787,-0.211,2.603,0.582,2.435,3.107,6.721,4.255,8.219,9.593,7.79,3.132,4.821,2.198,4.349,5.235,6.218,0.566,4.834,2.469,3.005,5.923,1.229,2.328,11.459,0.44,6.742,1.161,2.678,3.865,8.818,6.966,7.853,3.125,1.201,2.683,1.323,3.536,7.433,5.486,5.186,10.853,6.875,1.807,4.845,5.48,1.963,10.553,14.253,1.733,9.31,2.507,3.009,2.487,7.776,7.705,3.814,2.012,5.131,0.336,3.39,2.966,4.658,11.063,-0.488,6.875,2.171,5.392,4.229,-0.729,7.638,6.23,3.91,4.821,3.182,6.062,8.733,9.551,1.685,6.781,6.768,5.981,-0.265,6.408,2.534,5.859,0.138,3.962,5.773,2.302,2.588,6.329,3.365,3.453,2.046,9.308,0.132,0.831
EDO300812,4.091,4.822,5.714,7.081,0.32,1.949,5.209,3.677,7.03,7.967,5.331,-2.727,4.24,5.708,2.381,4.717,8.616,5.278,-2.561,6.291,4.805,0.924,3.353,7.782,6.787,0.087,2.306,3.205,1.564,3.694,3.66,5.752,4.764,3.815,7.581,3.249,3.215,7.44,2.124,-2.019,4.845,5.752,3.626,1.756,5.421,1.62,4.244,3.994,1.994,6.33,6.699,6.172,5.234,2.718,6.796,7.731,4.442,3.373,5.245,7.2,7.248,0.465,-0.327,-0.167,1.265,2.203,4.883,3.862,6.973,6.265,7.173,0.938,7.581,3.287,3.935,3.442,6.597,0.665,1.45,1.706,0.82,4.05,-1.777,2.546,8.855,0.291,5.364,0.166,3.566,4.897,6.658,6.742,6.894,4.717,1.23,3.405,2.379,3.815,7.723,-2.676,4.696,7.406,4.442,1.786,4.534,4.029,0.528,12.243,10.556,1.835,7.253,1.41,3.671,1.595,8.078,7.035,4.696,2.306,4.019,0.12,2.391,-1.511,5.937,7.023,-0.742,4.442,2.918,3.891,4.997,0.544,9.656,4.284,2.764,7.581,4.174,5.814,9.65,9.659,1.885,5.611,4.95,4.161,-0.021,3.573,3.027,4.896,0.642,5.232,5.403,1.951,2.359,5.655,2.079,5.802,2.781,8.09,1.074,-0.101
ELA540809,4.335,7.834,4.732,5.148,0.119,3.008,5.607,4.282,7.245,4.925,7.192,-2.101,3.49,3.574,2.619,5.749,5.846,3.044,2.797,8.235,4.619,1.272,3.376,10.952,0.139,0.447,0.527,3.066,3.845,1.671,1.592,6.86,7.145,5.858,4.019,2.96,1.308,7.996,3.591,-0.403,5.247,1.987,3.67,-0.235,6.079,2.221,5.428,4.15,2.695,3.36,4.76,5.203,6.774,1.52,4.461,5.797,5.627,4.671,3.632,2.695,5.756,0.154,4.549,-0.19,2.999,1.166,6.285,2.747,6.975,9.957,6.03,2.008,4.019,0.941,4.275,3.585,5.507,1.96,4.476,3.822,-0.57,6.551,-0.507,2.158,12.193,1.427,6.986,0.413,3.635,3.174,10.271,6.495,7.089,2.975,1.275,3.038,-0.349,4.328,5.914,4.121,3.879,9.885,5.627,0.736,4.13,4.994,3.396,10.245,13.909,1.84,9.552,2.405,0.744,2.295,4.05,6.315,3.153,0.527,4.07,1.294,2.813,1.998,3.581,9.279,-0.975,5.627,2.22,3.663,2.584,-0.043,4.999,4.828,2.919,4.019,2.156,3.779,7.674,6.313,3.225,6.542,6.082,3.078,1.207,0.133,1.494,5.532,1.142,3.877,4.831,1.265,2.686,7.403,-0.47,3.825,1.808,6.928,2.436,2.741
ELB330728,4.442,6.869,5.091,7.196,-0.941,4.018,7.694,3.7,10.052,6.553,7.377,-0.046,4.059,5.123,2.535,7.64,7.585,4.461,-1.118,7.404,5.856,1.083,4.132,8.137,6.005,-0.714,1.864,3.176,2.582,3.005,3.485,8.368,5.664,5.184,6.124,3.033,2.988,7.825,2.185,-1.241,6.15,5.256,3.208,0.893,6.476,3.97,6.345,3.42,2.589,4.674,6.008,6.191,6.273,2.923,5.61,7.966,7.075,5.114,4.71,6.456,6.562,0.046,2.668,0.102,1.767,2.262,5.724,3.981,7.77,9.181,7.982,3.559,6.124,2.5,4.828,3.918,6.52,1.619,5.154,4.21,1.968,6.424,-0.341,2.063,12.113,0.95,6.822,-0.343,3.61,4.382,9.54,6.649,8.154,3.789,0.634,3.255,1.591,3.615,7.329,4.716,5.752,10.23,7.075,1.243,4.586,5.573,1.665,11.441,14.957,1.019,9.258,2.518,4.36,2.378,9.742,7.256,4.171,1.864,5.858,-1.004,2.541,1.859,4.418,10.174,-0.973,7.075,2.503,4.619,4.096,0.661,7.517,5.626,2.509,6.124,3.983,5.483,9.047,7.825,2.274,7.128,5.114,5.182,-0.619,2.438,2.577,5.546,0.344,4.487,6.045,2.096,1.219,5.846,2.226,4.416,2.441,8.946,1.697,0.05
FER471031,6.045,7.429,4.006,6.674,-0.974,4.934,5.318,3.902,9.088,6.145,7.318,7.54,5.001,4.503,4.198,7.415,7.275,4.403,-1.042,7.709,4.715,0.66,3.924,6.307,6.008,0.918,2.381,3.765,2.355,2.503,4.053,7.521,5.171,5.541,6.125,2.776,2.584,8.957,2.321,-0.799,5.501,4.785,3.834,0.649,6.857,4.695,6.128,3.23,2.515,4.62,6.09,5.051,6.572,2.992,5.719,8.054,7.537,5.498,4.584,5.443,5.889,0.077,1.951,-0.651,2.134,2.421,6.362,4.339,6.785,10.33,7.497,5.047,6.125,2.426,4.554,4.624,6.46,1.48,5.531,4.524,0.528,6.799,0.649,2.371,12.444,0.077,7.187,0.63,2.429,3.864,8.719,6.165,8.503,3.943,0.683,3.673,1.427,4.042,7.184,4.145,4.929,11.038,7.537,1.897,5.101,5.366,0.743,11.705,14.281,1.518,10.757,0.963,1.482,1.657,4.306,6.839,4.3,2.381,4.654,0.08,3.757,2.953,4.417,9.77,1.089,7.537,2.475,5.747,2.04,0.065,7.271,5.537,2.76,6.125,3.049,5.862,8.425,7.177,2.545,6.408,6.03,5.726,0.22,3.142,1.698,5.928,0.081,4.6,3.837,3.227,1.687,4.922,-0.737,4.21,2.663,8.872,0.495,0.322
FER461230,3.449,6.664,5.431,7.371,1.819,3.593,4.542,3.893,8.554,6.937,6.808,-2.175,3.743,4.93,3.298,7.092,7.852,4.631,-1.331,7.461,5.938,-0.204,4.376,8.141,4.819,1.328,2.01,3.379,2.153,2.267,3.473,8.104,5.621,4.9,6.466,2.638,3.151,8.65,2.096,-1.621,5.692,4.402,4.81,0.666,6.152,2.89,6.106,3.878,2.919,5.331,6.075,5.822,6.262,4.008,5.866,7.56,7.069,4.137,4.417,5.706,6.553,0.667,1.845,-0.422,2.68,0.514,5.613,3.778,8.204,8.994,7.92,2.835,6.466,2.108,4.655,4.067,6.395,0.966,3.5,3.556,1.864,6.188,-1.092,2.584,10.642,0.673,6.744,-0.123,2.366,4.196,8.355,7.195,7.9,4.331,0.615,3.419,1.474,3.622,7.487,1.55,5.568,9.221,7.069,0.694,5.037,5.453,1.822,11.613,13.19,1.357,9.356,2.17,1.838,2.702,5.193,7.634,4.62,2.01,4.458,-0.814,3.015,0.999,5.031,9.006,-0.774,7.069,2.735,3.888,3.319,0.115,7.408,4.822,3.14,6.466,2.674,5.046,9.238,7.896,2.338,6.328,5.395,3.462,0.322,4.249,2.362,5.709,0.839,4.609,4.968,1.424,2.005,5.752,0.235,4.459,2.422,9.733,2.281,0.337
FIL381013,4.305,6.086,5.077,7.735,0.1,2.872,6.958,4.199,8.613,6.391,7.212,-0.921,3.764,4.549,3.153,7.099,7.749,4.01,-0.803,6.702,6.338,0.922,4.733,7.501,4.714,0.919,1.434,3.378,2.769,2.323,3.076,9.335,5.191,5.646,5.82,2.881,2.107,8.754,1.751,-0.983,6.489,4.453,3.066,0.573,7.029,3.975,6.591,3.66,2.943,4.528,5.98,6.089,6.531,2.565,5.895,7.916,7.133,4.794,4.069,6.095,6.762,0.101,3.369,1.206,1.67,3.365,6.51,3.814,8.561,9.613,8.369,3.305,5.82,2.503,4.444,3.367,5.88,1.175,4.927,4.238,0.882,6.453,0.006,2.297,12.517,1.176,7.24,0.964,2.44,4.343,8.972,7.493,8.251,4.237,1.179,3.626,2.391,3.371,6.725,5.774,5.138,10.802,7.133,0.522,4.878,5.812,0.73,12.176,14.174,2.018,9.91,2.56,3.77,2.046,9.468,7.371,4.48,1.434,5.158,-0.661,3.633,3.433,4.566,11.654,-0.641,7.133,2.679,5.234,3.721,0.874,6.766,5.979,3.561,5.82,2.837,5.433,9.677,7.575,2.333,6.959,5.526,4.78,-0.017,3.921,2.811,6.533,0.766,4.684,5.98,0.621,2.219,5.633,3.722,3.759,2.418,9.63,1.571,0.708
FLA490711,2.973,5.892,4.232,5.515,-0.562,2.624,6.359,3.553,7.916,6.002,6.856,0.395,2.995,4.672,3.093,7.084,7.709,3.408,-1.736,5.605,4.204,1.546,3.283,6.359,5.672,0.367,2.265,3.088,3.22,3.665,2.5,6.621,4.564,5.14,5.507,3.152,2.628,7.294,3.784,-1.611,5.414,5.142,4.282,1.492,6.089,3.217,4.546,7.973,5.615,4.646,5.279,6.042,3.837,3.254,5.174,7.468,6.48,4.371,3.746,7.312,5.671,0.882,6.845,1.624,1.351,2.339,5.679,3.06,6.728,9.23,6.971,5.111,5.507,5.065,4.682,4.287,6.048,0.41,4.673,3.51,-0.113,5.33,0.484,2.394,11.877,1.938,5.961,0.141,2.754,4.292,7.907,6.467,7.347,3.682,3.129,3.088,2.405,2.454,6.381,1.511,5.136,9.142,6.48,0.775,4.466,4.585,1.349,11.123,12.147,1.121,8.959,1.738,1.737,2.104,2.407,6.228,3.798,2.265,5.85,0.099,2.474,1.426,4.48,9.501,-1.16,6.48,2.287,6.245,4.199,0.38,7.107,4.636,1.98,5.507,3.655,4.913,9.91,5.922,1.644,6.445,5.157,7.441,-0.144,1.772,3.148,5.487,0.684,6.115,2.941,1.401,2.216,4.667,3.505,3.744,1.948,7.038,1.362,0.24
FOR440321,3.744,5.621,5.253,7.457,1.253,3.156,6.386,3.054,7.595,7.065,5.289,-2.918,3.626,5.364,3.084,5.742,8.236,4.767,-1.899,6.418,6.102,1.499,4.115,6.729,5.108,1.011,2.562,3.427,1.717,2.758,3.435,7.411,5.869,4.459,6.701,3.455,3.177,8.448,1.579,-2.021,5.348,4.517,4.101,1.075,6.301,2.479,5.898,2.677,3.216,6.134,6.208,5.769,5.981,1.46,6.253,7.848,6.121,4.579,4.482,6.309,6.855,0.437,1.54,-0.519,2.257,1.089,5.505,3.482,7.976,8.32,7.233,3.15,6.701,2.583,4.312,3.776,6.779,1.821,4.123,2.969,0.747,5.097,-1.231,3.404,10.115,1.335,6.354,0.363,3.056,4.393,8.2,7.122,7.688,4.54,1.696,3.747,1.748,3.168,7.207,2.447,5.294,9.429,6.121,-0.832,5.392,4.21,0.147,11.663,12.195,2.34,9.098,1.522,2.16,2.196,4.219,7.23,4.167,2.562,5.137,-0.411,3.1,-1.216,5.91,8.212,-0.943,6.121,2.762,4.061,4.242,0.599,8.21,5.267,2.709,6.701,3.481,5.609,9.772,8.362,1.74,6.171,5.6,3.68,0.407,3.761,3.424,5.601,1.166,4.737,4.181,2.337,1.581,5.568,1.899,4.719,2.34,9.085,0.785,-0.159
FOR410727,4.181,6.172,4.759,7.324,0.278,3.617,5.478,3.08,8.47,6.654,7.682,-2.246,3.46,4.848,3.401,6.792,7.306,4.284,-1.679,7.224,6.445,1.969,4.051,7.624,4.22,0.365,2.033,2.849,2.731,1.553,2.902,8.017,6.004,4.74,6.363,3.021,2.506,7.877,1.313,-1.388,5.844,4.257,3.984,0.548,6.561,3.304,6.266,3.789,2.574,5.111,6.252,5.46,6.903,2.302,5.841,7.461,6.995,5.075,3.924,6.067,6.201,0.154,3.153,-1.023,2.304,1.664,5.903,4.221,7.421,9.177,8.107,2.295,6.363,2.903,4.58,4.004,6.627,1.989,3.652,3.613,1.173,6.588,-1.344,1.74,12.004,1.805,6.588,-0.107,3.078,4.61,8.697,6.803,8.286,4.203,1.65,2.73,1.334,3.36,7.564,5.085,5.146,9.583,6.995,0.553,4.829,4.963,1.291,11.429,13.875,1.279,9.767,2.919,3.543,2.626,9.912,7.205,4.554,2.033,4.632,1.192,3.615,-0.134,4.85,9.136,-1.103,6.995,2.491,4.7,2.359,1.555,7.792,5.522,3.568,6.363,3.206,5.33,8.249,7.736,2.572,6.77,4.909,3.613,0.129,3.802,1.953,5.67,0.487,4.529,6.005,0.721,2.223,5.932,-0.46,4.495,2.487,9.348,0.315,0.272
FRO440806,3.104,5.632,4.84,7.414,1.219,2.169,4.852,4.126,7.991,6.807,5.955,0.925,3.685,4.94,5.403,6.131,7.499,4.736,1.238,5.507,6.303,0.711,4.356,6.293,4.721,1.007,1.161,3.69,2.425,1.835,3.915,8.018,5.813,4.843,6.615,3.387,1.827,9.484,1.264,-1.492,5.539,3.603,3.616,1.076,6.485,3.47,6.143,3.08,2.95,5.288,6.26,5.481,6.888,2.945,6.324,7.533,7.519,4.335,3.887,5.527,6.485,-0.334,2.283,0.093,2.561,0.145,5.594,3.137,8.351,11.151,7.313,2.096,6.615,2.581,4.504,3.911,5.81,1.283,2.977,3.325,1.343,6.129,-1.282,2.869,10.369,0.452,6.617,1.545,3.786,4.009,8.373,6.456,7.879,4.208,1.316,4.051,1.583,3.969,7.163,1.617,5.575,9.23,7.519,-1.454,4.258,4.387,-1.208,12.208,12.967,1.695,9.592,1.799,2.892,3.613,8.688,7.478,4.765,1.161,4.998,-0.657,2.175,1.991,5.143,7.913,-0.816,7.519,2.445,3.142,2.833,0.052,7.371,4.099,2.553,6.615,3.462,4.352,8.383,7.552,2.792,6.738,4.948,2.258,1.112,4.071,2.201,5.843,1.644,4.324,5.34,1.034,1.959,4.606,0.581,4.881,2.561,9.694,1.393,1.599
GAN350811,3.546,5.914,3.566,6.299,1.672,0.7,5.584,4.074,6.82,6.787,6.524,-2.396,4.32,4.512,1.996,3.96,7.936,4.344,-2.242,6.544,3.654,1.439,2.975,5.158,6.4,-0.087,2.099,3.031,1.434,3.118,2.908,5.429,4.989,4.542,6.235,3.052,2.734,6.841,1.881,-2.012,3.272,4.826,2.062,1.014,4.174,1.875,3.837,5.022,2.03,5.273,5.713,5.234,3.486,2.657,5.862,7.113,3.287,2.805,3.794,6.742,6.556,0.16,0.726,0.505,2.282,1.288,6.081,3.007,4.762,6.969,7.419,2.332,6.235,3.053,4.429,3.866,6.411,1.644,3.099,0.905,0.103,5.364,-0.563,2.589,10.241,-0.625,6.183,-1.867,2.454,5.341,6.545,7.095,6.621,4.33,0.921,3.365,3.09,4.808,6.639,1.089,4.988,7.976,3.287,2.725,4.652,4.859,0.621,12.157,9.934,1.978,6.382,0.939,2.55,2.159,6.108,5.477,3.49,2.099,3.72,1.191,2.052,-2.18,5.086,6.631,0.117,3.287,3.375,2.509,3.652,2.776,9.233,3.439,2.602,6.235,3.349,3.937,9.637,8.622,2.878,5.786,3.615,2.285,1.281,0.932,2.985,5.089,-0.295,5.789,4.032,1.809,4.185,4.869,0.528,5.4,2.111,5.484,3.011,0.971
GAR410813,3.523,4.575,5.125,6.842,-0.544,0.885,5.633,3.095,7.255,7.894,5.487,-3.046,4.101,5.005,2.69,5.142,7.751,4.586,-2.455,6.535,4.586,1.124,3.195,6.17,6.796,1.036,2.302,3.11,1.509,3.723,3.789,5.825,4.383,3.73,6.233,3.201,3.612,6.852,1.408,-2.089,4.427,5.314,4.2,1.279,5.017,1.876,4.272,3.482,2.189,5.639,6.16,6.048,4.441,2.805,5.722,7.242,5.178,2.632,4.607,7.074,6.898,1.341,0.312,0.908,1.33,0.753,4.96,3.814,5.519,6.885,5.986,2.319,6.233,3.631,3.812,2.994,6.409,1.992,2.533,0.344,0.913,3.695,-1.43,2.896,8.367,1.66,5.757,0.432,3.532,4.778,6.381,7.218,7.951,4.162,0.894,3.235,1.883,3.477,7.475,0.657,4.732,7.907,5.178,1.628,4.823,4.079,-0.965,11.256,11.236,1.063,7.595,0.684,2.644,2.353,3.031,6.371,4.7,2.302,4.599,-1.517,2.055,-1.699,5.384,6.356,-0.349,5.178,3.245,3.087,5.07,0.38,9.892,3.387,2.394,6.233,4.263,4.674,9.268,10.262,1.208,5.388,4.186,3.308,0.25,3.12,3.181,4.234,0.91,4.851,3.353,2.311,2.014,5.56,3.695,5.504,2.072,8.517,1.3,-0.221
GAR450819,3.862,7.29,5.549,7.43,-1.223,3.509,7.428,5.246,8.982,7.099,8.234,1.711,3.5,5.594,3.019,8.06,8.751,4.249,2.228,6.939,6.052,0.955,4.805,8.846,6.314,-0.226,2.02,3.075,1.973,3.562,3.598,8.782,5.342,4.684,6.935,4.367,2.664,8.43,2.703,-0.877,5.667,4.713,3.754,1.612,7.077,4.087,6.637,3.417,2.5,5.694,6.319,5.692,6.308,2.492,6.398,8.229,7.469,5.071,4.685,7.574,6.774,0.346,2.673,0.209,2.396,1.928,6.006,3.119,8.002,9.748,8.97,3.624,6.935,2.781,4.771,4.915,5.821,-0.172,5,3.912,1.533,6.456,0.169,2.595,12.191,1.096,6.638,-1.189,3.016,4.332,9.382,7.304,8.387,4.786,0.992,3.567,1.506,3.182,7.227,4.297,6.18,9.886,7.469,2.46,5.303,6.021,2.562,12.022,13.797,2.32,10.416,1.962,2.323,2.799,6.949,7.137,4.886,2.02,5.307,-0.358,2.943,2.887,5.425,10.443,-0.78,7.469,2.048,4.596,3.791,0.552,8.65,5.44,2.832,6.935,3.512,6.019,10.566,7.252,2.52,7.137,6.081,4.621,-1.008,4.151,3.448,6.364,-0.475,4.647,5.548,1.539,2.126,6.611,1.528,4.825,3.029,9.966,-0.243,2.177
